[validate_spec] experiment_specs/capture24/paper_final_fold0.yaml: OK
[main] spec=paper_final_fold0.yaml device=cuda:1
[main] exp_group=SPEC_paper_final_fold0_ca8c4cff__G202606031753
[main] seeds=[42]
[Training Process 0] ---- running seed=42 ----
FFNN Using device: cuda:1
FFNN Using device: cuda:1
[Tracker Process 0] SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9
[Tracker Process 0] seed dir: training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42
[Tracker Process 0] metrics:  training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/metrics.csv
[capture24-kfold] 992,430 windows, fold 0/5
[TRAIN] n=4,000  pos=150 (3.8%)  female=1,927  f_pos=60  m_pos=90
[VAL] n=4,000  pos=142 (3.5%)  female=2,276  f_pos=85  m_pos=57
[TEST] n=108,395  pos=3,840 (3.5%)  female=61,677  f_pos=2,300  m_pos=1,540
fold 0 | held_out=[np.int64(17), np.int64(2), np.int64(12), np.int64(13), np.int64(29), np.int64(26), np.int64(22), np.int64(36)] | dim=15
FFNN Using device: cuda:1
FFNN Using device: cuda:1
Beta trains with: 80.0% real, 20.0% synthetic
[alpha Process 0] disadv_group=1 wgl=2.5809 soft_eo=0.2345
[Tracker Process 0] alpha weights → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/alpha_state_dict.pt
[Tracker Process 0] alpha config  → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/ffnn_meta.json

============================================================
[FORGE Process 0] Training | episodes=5000
============================================================
[Tracker Process 0] CSV header: 33 columns
[Tracker Process 0] Ep    1 | WGL_reward=0.1052 | F1w=0.6032 | WGL_beta=3.0091 | EO=0.3449
[Tracker Process 0] Ep 2617 | WGL_reward=0.9998 | F1w=0.7055 | WGL_beta=0.8506 | EO=0.1257
[Tracker Process 0] Ep 2618 | WGL_reward=0.9998 | F1w=0.7805 | WGL_beta=0.8614 | EO=0.0506
[Tracker Process 0] Ep 2619 | WGL_reward=0.9998 | F1w=0.7877 | WGL_beta=0.9033 | EO=0.1092
[Tracker Process 0] Ep 2620 | WGL_reward=0.9999 | F1w=0.7747 | WGL_beta=0.7905 | EO=0.0857
[Tracker Process 0] Ep 2621 | WGL_reward=0.9998 | F1w=0.7591 | WGL_beta=0.8225 | EO=0.0737
[Tracker Process 0] Ep 2622 | WGL_reward=0.9998 | F1w=0.7634 | WGL_beta=0.8255 | EO=0.0213
[Tracker Process 0] Ep 2623 | WGL_reward=0.9999 | F1w=0.7602 | WGL_beta=0.8001 | EO=0.0388
[Tracker Process 0] Ep 2624 | WGL_reward=0.9999 | F1w=0.7917 | WGL_beta=0.7972 | EO=0.0388
[Tracker Process 0] Ep 2625 | WGL_reward=0.9998 | F1w=0.7446 | WGL_beta=0.8493 | EO=0.1092
[Tracker Process 0] Ep 2626 | WGL_reward=0.9998 | F1w=0.7601 | WGL_beta=0.9125 | EO=0.1616
[Tracker Process 0] Ep 2627 | WGL_reward=0.9998 | F1w=0.7842 | WGL_beta=0.8784 | EO=0.1560
[Tracker Process 0] Ep 2628 | WGL_reward=0.9998 | F1w=0.7349 | WGL_beta=0.8588 | EO=0.0551
[Tracker Process 0] Ep 2629 | WGL_reward=0.9999 | F1w=0.7301 | WGL_beta=0.7379 | EO=0.1092
[Tracker Process 0] Ep 2630 | WGL_reward=0.9999 | F1w=0.7805 | WGL_beta=0.7392 | EO=0.0799
[Tracker Process 0] Ep 2631 | WGL_reward=0.9998 | F1w=0.7786 | WGL_beta=0.8987 | EO=0.0378
[Tracker Process 0] Ep 2632 | WGL_reward=0.9999 | F1w=0.7785 | WGL_beta=0.7843 | EO=0.0213
[Tracker Process 0] Ep 2633 | WGL_reward=0.9999 | F1w=0.8002 | WGL_beta=0.7446 | EO=0.0859
[Tracker Process 0] Ep 2634 | WGL_reward=0.9999 | F1w=0.7215 | WGL_beta=0.7494 | EO=0.0504
[Tracker Process 0] Ep 2635 | WGL_reward=0.9998 | F1w=0.7333 | WGL_beta=0.9122 | EO=0.1032
[Tracker Process 0] Ep 2636 | WGL_reward=0.9998 | F1w=0.7454 | WGL_beta=0.8748 | EO=0.0320
[Tracker Process 0] Ep 2637 | WGL_reward=0.9996 | F1w=0.7719 | WGL_beta=1.0278 | EO=0.1501
[Tracker Process 0] Ep 2638 | WGL_reward=0.9999 | F1w=0.7538 | WGL_beta=0.7538 | EO=0.0153
[Tracker Process 0] Ep 2639 | WGL_reward=0.9999 | F1w=0.7459 | WGL_beta=0.8050 | EO=0.1150
[Tracker Process 0] Ep 2640 | WGL_reward=0.9997 | F1w=0.7448 | WGL_beta=0.9569 | EO=0.2316
[Tracker Process 0] Ep 2641 | WGL_reward=0.9999 | F1w=0.7862 | WGL_beta=0.7363 | EO=0.0741
[Tracker Process 0] Ep 2642 | WGL_reward=0.9999 | F1w=0.7963 | WGL_beta=0.7709 | EO=0.0799
[Tracker Process 0] Ep 2643 | WGL_reward=0.9999 | F1w=0.7865 | WGL_beta=0.7407 | EO=0.0566
[Tracker Process 0] Ep 2644 | WGL_reward=0.9998 | F1w=0.7651 | WGL_beta=0.8983 | EO=0.0914
[Tracker Process 0] Ep 2645 | WGL_reward=0.9999 | F1w=0.7809 | WGL_beta=0.7176 | EO=0.0390
[Tracker Process 0] Ep 2646 | WGL_reward=0.9998 | F1w=0.7742 | WGL_beta=0.9059 | EO=0.0681
[Tracker Process 0] Ep 2647 | WGL_reward=0.9998 | F1w=0.7684 | WGL_beta=0.8520 | EO=0.0739
[Tracker Process 0] Ep 2648 | WGL_reward=0.9999 | F1w=0.7688 | WGL_beta=0.7433 | EO=0.0390
[Tracker Process 0] Ep 2649 | WGL_reward=0.9999 | F1w=0.7497 | WGL_beta=0.7554 | EO=0.0621
[Tracker Process 0] Ep 2650 | WGL_reward=0.9999 | F1w=0.7775 | WGL_beta=0.8016 | EO=0.0083
[Tracker Process 0] Ep 2651 | WGL_reward=0.9998 | F1w=0.7846 | WGL_beta=0.8219 | EO=0.0080
[Tracker Process 0] Ep 2652 | WGL_reward=0.9998 | F1w=0.7704 | WGL_beta=0.8894 | EO=0.0376
[Tracker Process 0] Ep 2653 | WGL_reward=0.9996 | F1w=0.7271 | WGL_beta=1.0176 | EO=0.2551
[Tracker Process 0] Ep 2654 | WGL_reward=0.9999 | F1w=0.7699 | WGL_beta=0.7969 | EO=0.0328
[Tracker Process 0] Ep 2655 | WGL_reward=0.9998 | F1w=0.7185 | WGL_beta=0.8692 | EO=0.1490
[Tracker Process 0] Ep 2656 | WGL_reward=0.9998 | F1w=0.7282 | WGL_beta=0.8933 | EO=0.1670
[Tracker Process 0] Ep 2657 | WGL_reward=0.9998 | F1w=0.7761 | WGL_beta=0.8479 | EO=0.0681
[Tracker Process 0] Ep 2658 | WGL_reward=0.9998 | F1w=0.7143 | WGL_beta=0.8997 | EO=0.0561
[Tracker Process 0] Ep 2659 | WGL_reward=0.9998 | F1w=0.7985 | WGL_beta=0.8452 | EO=0.1680
[Tracker Process 0] Ep 2660 | WGL_reward=0.9999 | F1w=0.7879 | WGL_beta=0.7168 | EO=0.0489
[Tracker Process 0] Ep 2661 | WGL_reward=0.9999 | F1w=0.7689 | WGL_beta=0.7712 | EO=0.0328
[Tracker Process 0] Ep 2662 | WGL_reward=0.9999 | F1w=0.7624 | WGL_beta=0.7770 | EO=0.0023
[Tracker Process 0] Ep 2663 | WGL_reward=0.9998 | F1w=0.7467 | WGL_beta=0.8333 | EO=0.0093
[Tracker Process 0] Ep 2664 | WGL_reward=0.9999 | F1w=0.7615 | WGL_beta=0.7210 | EO=0.0857
[Tracker Process 0] Ep 2665 | WGL_reward=0.9998 | F1w=0.7591 | WGL_beta=0.8513 | EO=0.1032
[Tracker Process 0] Ep 2666 | WGL_reward=0.9999 | F1w=0.7944 | WGL_beta=0.8162 | EO=0.1209
[Tracker Process 0] Ep 2667 | WGL_reward=0.9999 | F1w=0.7800 | WGL_beta=0.7430 | EO=0.0489
[Tracker Process 0] Ep 2668 | WGL_reward=0.9998 | F1w=0.7680 | WGL_beta=0.8553 | EO=0.1616
[Tracker Process 0] Ep 2669 | WGL_reward=0.9998 | F1w=0.7544 | WGL_beta=0.8751 | EO=0.0376
[Tracker Process 0] Ep 2670 | WGL_reward=0.9999 | F1w=0.8048 | WGL_beta=0.8089 | EO=0.1562
[Tracker Process 0] Ep 2671 | WGL_reward=0.9998 | F1w=0.7917 | WGL_beta=0.8304 | EO=0.0974
[Tracker Process 0] Ep 2672 | WGL_reward=0.9999 | F1w=0.7509 | WGL_beta=0.7624 | EO=0.0563
[Tracker Process 0] Ep 2673 | WGL_reward=0.9999 | F1w=0.7889 | WGL_beta=0.8015 | EO=0.0140
[Tracker Process 0] Ep 2674 | WGL_reward=0.9998 | F1w=0.7303 | WGL_beta=0.8317 | EO=0.0551
[Tracker Process 0] Ep 2675 | WGL_reward=0.9998 | F1w=0.7478 | WGL_beta=0.8679 | EO=0.0153
[Tracker Process 0] Ep 2676 | WGL_reward=0.9999 | F1w=0.7744 | WGL_beta=0.7773 | EO=0.0155
[Tracker Process 0] Ep 2677 | WGL_reward=0.9999 | F1w=0.7640 | WGL_beta=0.7865 | EO=0.0737
[Tracker Process 0] Ep 2678 | WGL_reward=0.9997 | F1w=0.7522 | WGL_beta=0.9397 | EO=0.2196
[Tracker Process 0] Ep 2679 | WGL_reward=0.9998 | F1w=0.7649 | WGL_beta=0.8657 | EO=0.0795
[Tracker Process 0] Ep 2680 | WGL_reward=0.9999 | F1w=0.7675 | WGL_beta=0.8078 | EO=0.0681
[Tracker Process 0] Ep 2681 | WGL_reward=0.9999 | F1w=0.7689 | WGL_beta=0.7772 | EO=0.0563
[Tracker Process 0] Ep 2682 | WGL_reward=0.9999 | F1w=0.7983 | WGL_beta=0.8146 | EO=0.0388
[Tracker Process 0] Ep 2683 | WGL_reward=0.9999 | F1w=0.7340 | WGL_beta=0.8080 | EO=0.0857
[Tracker Process 0] Ep 2684 | WGL_reward=0.9998 | F1w=0.8040 | WGL_beta=0.8522 | EO=0.0681
[Tracker Process 0] Ep 2685 | WGL_reward=0.9998 | F1w=0.7670 | WGL_beta=0.8797 | EO=0.1373
[Tracker Process 0] Ep 2686 | WGL_reward=0.9998 | F1w=0.7708 | WGL_beta=0.8521 | EO=0.0799
[Tracker Process 0] Ep 2687 | WGL_reward=0.9999 | F1w=0.7708 | WGL_beta=0.8022 | EO=0.0667
[Tracker Process 0] Ep 2688 | WGL_reward=0.9998 | F1w=0.7689 | WGL_beta=0.8292 | EO=0.0551
[Tracker Process 0] Ep 2689 | WGL_reward=0.9998 | F1w=0.7889 | WGL_beta=0.8538 | EO=0.0727
[Tracker Process 0] Ep 2690 | WGL_reward=0.9998 | F1w=0.7222 | WGL_beta=0.8511 | EO=0.0797
[Tracker Process 0] Ep 2691 | WGL_reward=0.9999 | F1w=0.7815 | WGL_beta=0.7646 | EO=0.0374
[Tracker Process 0] Ep 2692 | WGL_reward=0.9999 | F1w=0.7958 | WGL_beta=0.8170 | EO=0.0316
[Tracker Process 0] Ep 2693 | WGL_reward=0.9999 | F1w=0.7607 | WGL_beta=0.7639 | EO=0.0213
[Tracker Process 0] Ep 2694 | WGL_reward=0.9999 | F1w=0.7880 | WGL_beta=0.7897 | EO=0.1503
[Tracker Process 0] Ep 2695 | WGL_reward=0.9999 | F1w=0.7757 | WGL_beta=0.7873 | EO=0.0270
[Tracker Process 0] Ep 2696 | WGL_reward=0.9997 | F1w=0.7811 | WGL_beta=0.9439 | EO=0.1794
[Tracker Process 0] Ep 2697 | WGL_reward=0.9999 | F1w=0.7575 | WGL_beta=0.7709 | EO=0.0388
[Tracker Process 0] Ep 2698 | WGL_reward=0.9999 | F1w=0.8006 | WGL_beta=0.7556 | EO=0.1387
[Tracker Process 0] Ep 2699 | WGL_reward=0.9999 | F1w=0.7799 | WGL_beta=0.7689 | EO=0.0330
[Tracker Process 0] Ep 2700 | WGL_reward=0.9999 | F1w=0.7743 | WGL_beta=0.7906 | EO=0.0739
[Tracker Process 0] snapshot ep2700_phase1_class1
[Tracker Process 0] Ep 2701 | WGL_reward=0.9998 | F1w=0.7784 | WGL_beta=0.8569 | EO=0.0433
[Tracker Process 0] Ep 2702 | WGL_reward=0.9999 | F1w=0.7949 | WGL_beta=0.7708 | EO=0.0681
[Tracker Process 0] Ep 2703 | WGL_reward=0.9999 | F1w=0.7855 | WGL_beta=0.7711 | EO=0.0021
[Tracker Process 0] Ep 2704 | WGL_reward=0.9999 | F1w=0.7974 | WGL_beta=0.8047 | EO=0.0799
[Tracker Process 0] Ep 2705 | WGL_reward=0.9998 | F1w=0.7610 | WGL_beta=0.9116 | EO=0.2202
[Tracker Process 0] Ep 2706 | WGL_reward=0.9998 | F1w=0.7522 | WGL_beta=0.8982 | EO=0.1903
[Tracker Process 0] Ep 2707 | WGL_reward=0.9999 | F1w=0.7567 | WGL_beta=0.7898 | EO=0.0266
[Tracker Process 0] Ep 2708 | WGL_reward=0.9999 | F1w=0.7987 | WGL_beta=0.8157 | EO=0.0916
[Tracker Process 0] Ep 2709 | WGL_reward=0.9999 | F1w=0.7804 | WGL_beta=0.8170 | EO=0.0446
[Tracker Process 0] Ep 2710 | WGL_reward=0.9998 | F1w=0.7509 | WGL_beta=0.8779 | EO=0.1785
[Tracker Process 0] Ep 2711 | WGL_reward=0.9997 | F1w=0.7281 | WGL_beta=0.9836 | EO=0.1847
[Tracker Process 0] Ep 2712 | WGL_reward=0.9998 | F1w=0.7718 | WGL_beta=0.8612 | EO=0.1195
[Tracker Process 0] Ep 2713 | WGL_reward=0.9999 | F1w=0.8048 | WGL_beta=0.8155 | EO=0.0196
[Tracker Process 0] Ep 2714 | WGL_reward=0.9999 | F1w=0.7694 | WGL_beta=0.7513 | EO=0.1267
[Tracker Process 0] Ep 2715 | WGL_reward=0.9999 | F1w=0.7904 | WGL_beta=0.7913 | EO=0.0155
[Tracker Process 0] Ep 2716 | WGL_reward=0.9998 | F1w=0.7990 | WGL_beta=0.8813 | EO=0.1325
[Tracker Process 0] Ep 2717 | WGL_reward=0.9998 | F1w=0.7690 | WGL_beta=0.8706 | EO=0.0729
[Tracker Process 0] Ep 2718 | WGL_reward=0.9999 | F1w=0.8044 | WGL_beta=0.7989 | EO=0.0916
[Tracker Process 0] Ep 2719 | WGL_reward=0.9995 | F1w=0.7814 | WGL_beta=1.0512 | EO=0.2438
[Tracker Process 0] Ep 2720 | WGL_reward=0.9998 | F1w=0.7700 | WGL_beta=0.8807 | EO=0.0142
[Tracker Process 0] Ep 2721 | WGL_reward=0.9999 | F1w=0.7985 | WGL_beta=0.7609 | EO=0.1680
[Tracker Process 0] Ep 2722 | WGL_reward=0.9998 | F1w=0.8113 | WGL_beta=0.8334 | EO=0.1796
[Tracker Process 0] Ep 2723 | WGL_reward=0.9999 | F1w=0.7861 | WGL_beta=0.6595 | EO=0.0215
[Tracker Process 0] new best_phase1_class1 (reward.wgl_reward=0.999933)
[Tracker Process 0] best β_phase1_class1 → training_runs/SPECpaper_final_fold0_EP5000_PCA15_K5_minID1_majID0_TRJ1000_REAL4000_GG202606031753_cdc8eaf9/seed_42/best_beta_state_dict_phase1_class1.pt
[Tracker Process 0] Ep 2724 | WGL_reward=0.9998 | F1w=0.7376 | WGL_beta=0.8692 | EO=0.1434
[Tracker Process 0] Ep 2725 | WGL_reward=0.9998 | F1w=0.7819 | WGL_beta=0.8851 | EO=0.0916
[Tracker Process 0] Ep 2726 | WGL_reward=0.9997 | F1w=0.8038 | WGL_beta=0.9262 | EO=0.1150
[Tracker Process 0] Ep 2727 | WGL_reward=0.9999 | F1w=0.7933 | WGL_beta=0.7797 | EO=0.0446
[Tracker Process 0] Ep 2728 | WGL_reward=0.9995 | F1w=0.7433 | WGL_beta=1.0565 | EO=0.2842
[Tracker Process 0] Ep 2729 | WGL_reward=0.9999 | F1w=0.8095 | WGL_beta=0.7540 | EO=0.1212
[Tracker Process 0] Ep 2730 | WGL_reward=0.9995 | F1w=0.7342 | WGL_beta=1.0415 | EO=0.2724
[Tracker Process 0] Ep 2731 | WGL_reward=0.9999 | F1w=0.7842 | WGL_beta=0.7964 | EO=0.0095
[Tracker Process 0] Ep 2732 | WGL_reward=0.9999 | F1w=0.7690 | WGL_beta=0.7787 | EO=0.0200
[Tracker Process 0] Ep 2733 | WGL_reward=0.9998 | F1w=0.7790 | WGL_beta=0.8636 | EO=0.1430
[Tracker Process 0] Ep 2734 | WGL_reward=0.9998 | F1w=0.7491 | WGL_beta=0.9113 | EO=0.1377
[Tracker Process 0] Ep 2735 | WGL_reward=0.9999 | F1w=0.7925 | WGL_beta=0.7702 | EO=0.0741
[Tracker Process 0] Ep 2736 | WGL_reward=0.9998 | F1w=0.7887 | WGL_beta=0.8505 | EO=0.0213
[Tracker Process 0] Ep 2737 | WGL_reward=0.9998 | F1w=0.7613 | WGL_beta=0.9150 | EO=0.1668
[Tracker Process 0] Ep 2738 | WGL_reward=0.9998 | F1w=0.8175 | WGL_beta=0.8244 | EO=0.0390
[Tracker Process 0] Ep 2739 | WGL_reward=0.9999 | F1w=0.7604 | WGL_beta=0.7584 | EO=0.0258
[Tracker Process 0] Ep 2740 | WGL_reward=0.9999 | F1w=0.7436 | WGL_beta=0.7457 | EO=0.0739
[Tracker Process 0] Ep 2741 | WGL_reward=0.9999 | F1w=0.7434 | WGL_beta=0.7420 | EO=0.0563
[Tracker Process 0] Ep 2742 | WGL_reward=0.9997 | F1w=0.7522 | WGL_beta=0.9707 | EO=0.1610
[Tracker Process 0] Ep 2743 | WGL_reward=0.9998 | F1w=0.7889 | WGL_beta=0.8425 | EO=0.1325
[Tracker Process 0] Ep 2744 | WGL_reward=0.9999 | F1w=0.7961 | WGL_beta=0.7857 | EO=0.0974
[Tracker Process 0] Ep 2745 | WGL_reward=0.9997 | F1w=0.7650 | WGL_beta=0.9355 | EO=0.0786
[Tracker Process 0] Ep 2746 | WGL_reward=0.9998 | F1w=0.7704 | WGL_beta=0.8618 | EO=0.1325
[Tracker Process 0] Ep 2747 | WGL_reward=0.9998 | F1w=0.7577 | WGL_beta=0.8397 | EO=0.0916
[Tracker Process 0] Ep 2748 | WGL_reward=0.9999 | F1w=0.7829 | WGL_beta=0.7480 | EO=0.0037
[Tracker Process 0] Ep 2749 | WGL_reward=0.9999 | F1w=0.7744 | WGL_beta=0.7799 | EO=0.2206
[Tracker Process 0] Ep 2750 | WGL_reward=0.9998 | F1w=0.7898 | WGL_beta=0.8289 | EO=0.0374
[Tracker Process 0] Ep 2751 | WGL_reward=0.9999 | F1w=0.7917 | WGL_beta=0.8041 | EO=0.0681
[Tracker Process 0] Ep 2752 | WGL_reward=0.9999 | F1w=0.7865 | WGL_beta=0.7349 | EO=0.0566
[Tracker Process 0] Ep 2753 | WGL_reward=0.9999 | F1w=0.8044 | WGL_beta=0.7553 | EO=0.1209
[Tracker Process 0] Ep 2754 | WGL_reward=0.9998 | F1w=0.7981 | WGL_beta=0.8241 | EO=0.0857
[Tracker Process 0] Ep 2755 | WGL_reward=0.9999 | F1w=0.7747 | WGL_beta=0.7931 | EO=0.0563
[Tracker Process 0] Ep 2756 | WGL_reward=0.9998 | F1w=0.7872 | WGL_beta=0.8712 | EO=0.0436
[Tracker Process 0] Ep 2757 | WGL_reward=0.9999 | F1w=0.8024 | WGL_beta=0.7384 | EO=0.1152
[Tracker Process 0] Ep 2758 | WGL_reward=0.9998 | F1w=0.7908 | WGL_beta=0.8529 | EO=0.0621
[Tracker Process 0] Ep 2759 | WGL_reward=0.9998 | F1w=0.7917 | WGL_beta=0.8670 | EO=0.0491
[Tracker Process 0] Ep 2760 | WGL_reward=0.9999 | F1w=0.7452 | WGL_beta=0.7791 | EO=0.0549
[Tracker Process 0] Ep 2761 | WGL_reward=0.9999 | F1w=0.7828 | WGL_beta=0.7955 | EO=0.1090
[Tracker Process 0] Ep 2762 | WGL_reward=0.9999 | F1w=0.7450 | WGL_beta=0.7829 | EO=0.0679
[Tracker Process 0] Ep 2763 | WGL_reward=0.9999 | F1w=0.7815 | WGL_beta=0.7281 | EO=0.1092
[Tracker Process 0] Ep 2764 | WGL_reward=0.9999 | F1w=0.7804 | WGL_beta=0.7628 | EO=0.1032
[Tracker Process 0] Ep 2765 | WGL_reward=0.9999 | F1w=0.7978 | WGL_beta=0.8190 | EO=0.1325
[Tracker Process 0] Ep 2766 | WGL_reward=0.9998 | F1w=0.7115 | WGL_beta=0.8502 | EO=0.0318
[Tracker Process 0] Ep 2767 | WGL_reward=0.9998 | F1w=0.7551 | WGL_beta=0.8922 | EO=0.0378
[Tracker Process 0] Ep 2768 | WGL_reward=0.9997 | F1w=0.7911 | WGL_beta=0.9324 | EO=0.2204
[Tracker Process 0] Ep 2769 | WGL_reward=0.9999 | F1w=0.7638 | WGL_beta=0.7488 | EO=0.0681
[Tracker Process 0] Ep 2770 | WGL_reward=0.9999 | F1w=0.7812 | WGL_beta=0.7033 | EO=0.0741
[Tracker Process 0] Ep 2771 | WGL_reward=0.9999 | F1w=0.7944 | WGL_beta=0.7705 | EO=0.0330
[Tracker Process 0] Ep 2772 | WGL_reward=0.9999 | F1w=0.7550 | WGL_beta=0.7636 | EO=0.0196
[Tracker Process 0] Ep 2773 | WGL_reward=0.9996 | F1w=0.7591 | WGL_beta=1.0327 | EO=0.1610
[Tracker Process 0] Ep 2774 | WGL_reward=0.9998 | F1w=0.7818 | WGL_beta=0.9048 | EO=0.2029
[Tracker Process 0] Ep 2775 | WGL_reward=0.9999 | F1w=0.7942 | WGL_beta=0.7950 | EO=0.0035
[Tracker Process 0] Ep 2776 | WGL_reward=0.9999 | F1w=0.7728 | WGL_beta=0.7813 | EO=0.0270
[Tracker Process 0] Ep 2777 | WGL_reward=0.9995 | F1w=0.7527 | WGL_beta=1.0529 | EO=0.2138
[Tracker Process 0] Ep 2778 | WGL_reward=0.9998 | F1w=0.7695 | WGL_beta=0.8505 | EO=0.0025
[Tracker Process 0] Ep 2779 | WGL_reward=0.9998 | F1w=0.7919 | WGL_beta=0.8458 | EO=0.0621
[Tracker Process 0] Ep 2780 | WGL_reward=0.9999 | F1w=0.7787 | WGL_beta=0.7881 | EO=0.0563
[Tracker Process 0] Ep 2781 | WGL_reward=0.9998 | F1w=0.7835 | WGL_beta=0.8540 | EO=0.0200
[Tracker Process 0] Ep 2782 | WGL_reward=0.9998 | F1w=0.7964 | WGL_beta=0.8564 | EO=0.0914
[Tracker Process 0] Ep 2783 | WGL_reward=0.9999 | F1w=0.7390 | WGL_beta=0.7504 | EO=0.0037
[Tracker Process 0] Ep 2784 | WGL_reward=0.9998 | F1w=0.7699 | WGL_beta=0.9087 | EO=0.1207
[Tracker Process 0] Ep 2785 | WGL_reward=0.9998 | F1w=0.7890 | WGL_beta=0.8986 | EO=0.1209
[Tracker Process 0] Ep 2786 | WGL_reward=0.9999 | F1w=0.7713 | WGL_beta=0.7323 | EO=0.0095
[Tracker Process 0] Ep 2787 | WGL_reward=0.9998 | F1w=0.7713 | WGL_beta=0.8377 | EO=0.0095
[Tracker Process 0] Ep 2788 | WGL_reward=0.9998 | F1w=0.7933 | WGL_beta=0.8749 | EO=0.1618
[Tracker Process 0] Ep 2789 | WGL_reward=0.9999 | F1w=0.7595 | WGL_beta=0.7321 | EO=0.0258
[Tracker Process 0] Ep 2790 | WGL_reward=0.9999 | F1w=0.7836 | WGL_beta=0.7764 | EO=0.0667
[Tracker Process 0] Ep 2791 | WGL_reward=0.9998 | F1w=0.7695 | WGL_beta=0.8590 | EO=0.0091
[Tracker Process 0] Ep 2792 | WGL_reward=0.9999 | F1w=0.7728 | WGL_beta=0.7615 | EO=0.0508
[Tracker Process 0] Ep 2793 | WGL_reward=0.9997 | F1w=0.7725 | WGL_beta=0.9402 | EO=0.2027
[Tracker Process 0] Ep 2794 | WGL_reward=0.9998 | F1w=0.7935 | WGL_beta=0.8424 | EO=0.0332
[Tracker Process 0] Ep 2795 | WGL_reward=0.9999 | F1w=0.7845 | WGL_beta=0.7159 | EO=0.0859
[Tracker Process 0] Ep 2796 | WGL_reward=0.9998 | F1w=0.7670 | WGL_beta=0.8645 | EO=0.1723
[Tracker Process 0] Ep 2797 | WGL_reward=0.9999 | F1w=0.7805 | WGL_beta=0.7535 | EO=0.0799
[Tracker Process 0] Ep 2798 | WGL_reward=0.9999 | F1w=0.7485 | WGL_beta=0.8196 | EO=0.0200
[Tracker Process 0] Ep 2799 | WGL_reward=0.9999 | F1w=0.7680 | WGL_beta=0.8143 | EO=0.0857
[Tracker Process 0] Ep 2800 | WGL_reward=0.9998 | F1w=0.7953 | WGL_beta=0.8735 | EO=0.0621
[Tracker Process 0] Ep 2801 | WGL_reward=0.9997 | F1w=0.7958 | WGL_beta=0.9470 | EO=0.2322
[Tracker Process 0] Ep 2802 | WGL_reward=0.9999 | F1w=0.7745 | WGL_beta=0.7740 | EO=0.0504
[Tracker Process 0] Ep 2803 | WGL_reward=0.9998 | F1w=0.7619 | WGL_beta=0.8516 | EO=0.0153
[Tracker Process 0] Ep 2804 | WGL_reward=0.9999 | F1w=0.7492 | WGL_beta=0.8009 | EO=0.0023
[Tracker Process 0] Ep 2805 | WGL_reward=0.9999 | F1w=0.7873 | WGL_beta=0.7344 | EO=0.0155
[Tracker Process 0] Ep 2806 | WGL_reward=0.9998 | F1w=0.7724 | WGL_beta=0.8594 | EO=0.0376
[Tracker Process 0] Ep 2807 | WGL_reward=0.9999 | F1w=0.7724 | WGL_beta=0.7871 | EO=0.0376
[Tracker Process 0] Ep 2808 | WGL_reward=0.9999 | F1w=0.7684 | WGL_beta=0.7976 | EO=0.0739
[Tracker Process 0] Ep 2809 | WGL_reward=0.9998 | F1w=0.7493 | WGL_beta=0.8738 | EO=0.0493
[Tracker Process 0] Ep 2810 | WGL_reward=0.9999 | F1w=0.7909 | WGL_beta=0.7451 | EO=0.0506
[Tracker Process 0] Ep 2811 | WGL_reward=0.9998 | F1w=0.7561 | WGL_beta=0.9069 | EO=0.1903
[Tracker Process 0] Ep 2812 | WGL_reward=0.9999 | F1w=0.7568 | WGL_beta=0.7788 | EO=0.0035
[Tracker Process 0] Ep 2813 | WGL_reward=0.9998 | F1w=0.7820 | WGL_beta=0.8542 | EO=0.0268
[Tracker Process 0] Ep 2814 | WGL_reward=0.9998 | F1w=0.7514 | WGL_beta=0.8249 | EO=0.0258
[Tracker Process 0] Ep 2815 | WGL_reward=0.9999 | F1w=0.7722 | WGL_beta=0.7606 | EO=0.0388
[Tracker Process 0] Ep 2816 | WGL_reward=0.9999 | F1w=0.7808 | WGL_beta=0.8188 | EO=0.0316
[Tracker Process 0] Ep 2817 | WGL_reward=0.9999 | F1w=0.7948 | WGL_beta=0.7713 | EO=0.0021
[Tracker Process 0] Ep 2818 | WGL_reward=0.9999 | F1w=0.7819 | WGL_beta=0.7974 | EO=0.0330
[Tracker Process 0] Ep 2819 | WGL_reward=0.9999 | F1w=0.7901 | WGL_beta=0.7150 | EO=0.0078
[Tracker Process 0] Ep 2820 | WGL_reward=0.9998 | F1w=0.7790 | WGL_beta=0.8426 | EO=0.0914
[Tracker Process 0] Ep 2821 | WGL_reward=0.9999 | F1w=0.7577 | WGL_beta=0.7501 | EO=0.0549
[Tracker Process 0] Ep 2822 | WGL_reward=0.9999 | F1w=0.8102 | WGL_beta=0.7625 | EO=0.0623
